Name,Sector,Expert_S,P_S,A_S,D_C_S,L_S,Q4_R,Q3_R,Q2_R,Q1_R,Q4_PBT,Q3_PBT,Q2_PBT,Q1_PBT,Q4_NP,Q3_NP,Q2_NP,Q1_NP,Y_R,Y_NP,NTA,Goodwill,Cash,Debt,TD,NA,CR,QR,Cash_Ratio,ROA,DTA,ATR
klse: CME Group Bhd,Industrial Products,2.6,2.1,1.84,0.01,6.61,1704,1268,10323,16673,-147,-1517,723,2968,-147,-2235,723,2968,29968,1309,0.06,0,5970,56500,84820,5630,0.36,0.22,0.12,0.23250444,15.06571936,5.322912966
klse: Digistar Corp. Bhd,Information Technology Services,2.7,1.7,2.51,0.01,6.41,10625,8952,15514,14276,-1157,352,580,1525,-1868,-772,-293,430,49367,-1034,0.07,990,73960,286460,316990,62580,2.37,2.29,1.5,-0.016522851,5.065356344,0.788862256
klse: Malayan United Industries Bhd,Specialty Stores,2,0.1,1.22,0.01,6.95,55854,32256,59953,107973,2917,-32894,-139226,-11855,-4896,-32019,-138472,-17832,256036,-181824,0.07,25180,200720,811160,1010000,192430,1.79,1.33,0.68,-0.944883854,5.248661851,1.330540976
klse: Sand Nisko Capital Bhd,Home Furnishings,3.1,1.2,2.93,4.15,4.17,6738,6674,7556,9060,-1116,2529,-565,-1400,-1116,2529,-409,-1357,30028,-353,0.36,0,8060,0,11270,25070,1.61,1.51,0.09,-0.014080574,0.449541284,1.197766254
klse: Mercury Industries Bhd,Industrial Specialties,2.6,1.6,3.69,3.32,1.78,1194,1443,2927,4706,-1192,-961,-1012,-4166,-1191,-961,-1012,-3497,10270,-6661,1.83,31510,4890,13570,55020,66190,1.26,1.26,0,-0.100634537,0.83124339,0.15515939
klse: Sern Kou Resources Bhd,Home Furnishings,3.6,3.3,1.53,3.22,6.5,80667,77823,67067,76296,8264,4294,4278,6877,7149,1583,3035,6173,301853,17729,0.44,0,6890,74750,100170,110440,1.76,1.54,0.08,0.160530605,0.90700833,2.73318544
klse: MSM Malaysia Holdings Bhd,Agricultural Commodities,3.6,0.9,5.1,1.99,6.37,594553,448735,510844,516039,-57363,-27408,-27253,-31053,-71211,-21554,-34705,-40278,2070171,-167748,2.36,629410,213830,1070000,1430000,1590000,1.22,0.73,0.26,-0.105501887,0.899371069,1.30199434
klse: Nova Wellness Group,Pharmaceuticals,4.4,3.7,2.79,5.02,5.89,9049,10678,8777,8819,3563,6674,3645,4734,2690,4908,2722,3545,37323,13865,0.27,7150,32880,0,4960,86540,11.93,9.69,6.97,0.16021493,0.057314537,0.431280333
klse: B.I.G. Industries Bhd,Construction,3,2,3.53,3.53,2.98,8597,4438,7682,8967,299,-1908,-706,-135,299,-1688,-484,-180,29684,-2053,0.53,0,6640,3910,23740,26460,1.26,0.84,0.39,-0.077588813,0.897203326,1.121844293
klse: Jaya Tiasa Holdings Bhd,Forest Products,4.1,2.2,3.62,2.24,8.19,221095,139255,144589,186905,46996,-109870,-45292,-7920,34844,-36110,-45920,-7274,691844,-54889,1.14,830,13280,802160,1020000,1110000,0.18,0.08,0.02,-0.04944955,0.918918919,0.623282883
klse: Insas Bhd,Information Technology Services,7.1,6.5,8.53,7.04,6.29,54327,49583,62641,46056,72537,20065,-49685,33530,65315,17269,-51484,31207,212607,62470,2.64,26050,827200,367290,500190,1750000,3.17,3.12,1.78,0.035697143,0.285822857,0.121489714
klse: Eversafe Rubber Bhd,Auto Parts,4.9,4.3,4.67,6.64,3.83,30496,19074,29536,29577,2939,247,2152,-207,2597,212,1784,-36,108683,4557,0.26,0,18340,33630,44990,63800,1.89,1.34,0.58,0.071426332,0.705172414,1.703495298
klse: Menang Corp. (Malaysia) Bhd,Construction,3.3,2.4,4.58,1.05,5.33,11971,12007,10,60,51,-2767,-2180,-3137,1023,1067,535,1671,24048,10114,0.67,0,49090,380180,758830,322610,1.35,1.28,0.13,0.031350547,2.352158954,0.074542017
klse: GPA Holdings Bhd,Consumer,4.6,2.4,3.95,4.42,7.72,7078,7611,7590,6789,-271,104,-2220,469,-350,69,-2270,419,29068,-2360,0.11,0,62880,0,12880,105390,5.47,4.91,4.05,-0.022393016,0.122212734,0.275813645
klse: Perdana Petroleum Bhd,Oilfield Services,4.4,1.9,5.12,3.55,6.95,52452,60000,59664,64044,-19944,-2794,-13307,4294,-30518,-2879,-13901,-2559,236160,-49857,0.4,0,60860,118820,383310,932770,0.43,0.43,0.13,-0.053450475,0.410937316,0.253181384
klse: WMG Holdings Bhd,Forest Products,3.3,1.3,5.43,1.02,5.24,16635,7502,9652,19568,-625,-1962,-4653,-1632,-632,-1926,-4795,-4402,53357,-11755,0.43,0,9140,230830,258960,177970,0.92,0.28,0.07,-0.066050458,1.455076698,0.299808957
klse: Minho (Malaysia) Bhd,Forest Products,5.8,3.8,7.49,5.07,6.64,58792,47362,51649,58139,3034,3164,776,-2943,1674,2300,142,-3061,215942,1487,1.09,0,42960,57820,94210,371900,3.33,1.32,0.61,0.003998387,0.253320785,0.580645335
klse: Inari Amertron Bhd,Semiconductor,4.6,2.8,1.46,5.25,8.76,347621,233341,242566,265437,77414,34066,40757,42652,70070,35473,35062,37485,1088965,178761,0.37,2290,594590,9130,254860,1200000,4.04,3.43,2.48,0.1489675,0.212383333,0.907470833
klse: Cheetah Holdings Bhd,Apparel,4.7,3.1,6.27,5.14,4.27,27903,20765,25269,38228,1748,1663,-3793,1312,1748,1859,-3793,1312,112165,1126,1.08,0,42430,1450,6430,124460,21.05,11.07,7.77,0.009047083,0.051663185,0.901213241
klse: Genting Bhd,Gambling,7.8,6.2,8.79,6.42,9.73,3298829,1107938,4109218,5303023,60044,-1660160,-218205,1119541,-130746,-786054,-132318,528822,13819008,-1294185,9.18,40550,31040000,37950000,47020000,33220000,3.84,3.77,3.49,-0.038958007,1.415412402,0.415984588
klse: Kossan Rubber Industries Bhd,Miscellaneous Manufacturing,5,3.8,2.44,4.24,9.37,1033347,701680,611465,578349,436393,160836,82534,72279,348741,131057,64803,61003,2924841,610364,1.11,4930,376510,580920,1050000,1580000,1.42,0.94,0.25,0.386306329,0.664556962,1.85116519
klse: Superlon Holdings Bhd,Industrial Specialties,5.9,5.3,5.67,6.9,5.7,22630,27406,18792,26441,3368,4689,1633,2871,2704,3795,1322,2154,95269,9975,0.81,1300,25790,10810,26960,132120,4.56,2.77,1.5,0.075499546,0.204056918,0.721079322
klse: MQ Technology Bhd,Miscellaneous Manufacturing,3.1,0.1,1.32,3.86,7.24,1294,1057,1936,1813,-534,-6870,-742,-3937,-534,-6870,-740,-3937,6141,-11951,0.07,0,663,65,7270,36840,7.91,7.74,0.2,-0.324402823,0.197339848,0.166693811
klse: MBM Resources Bhd,Specialty Stores,7.3,7.5,7.53,7.5,6.62,600447,258596,374040,496063,79601,-2820,31267,42159,64979,-5186,27229,41037,1729146,144367,4.46,1100,194320,31610,140820,1740000,3.74,3.03,1.73,0.08296954,0.080931034,0.993762069
klse: Cuscapi Bhd,Packaged Software,2.6,0.1,1.35,3.9,5.19,2832,1817,3280,7268,-2933,-7667,-4824,-2812,-2924,-7755,-4805,-2810,16190,-16927,0.12,8060,16480,3610,28330,75390,2.12,1.38,0.64,-0.224525799,0.375779281,0.214749967
klse: Petra Energy Bhd,Oilfield Services,6.6,7.6,6.26,7.62,4.76,147683,70528,72386,124368,24000,7605,-20747,22187,23723,3087,-20747,21676,414965,27739,1.19,0,128440,24900,189560,357870,1.34,1.32,0.66,0.077511387,0.529689552,1.159541174
klse: Oversea Enterprise Bhd,Restaurants,2.2,0.7,0.01,3.77,4.41,14036,2070,10440,10470,3334,-2135,-5255,-1027,3168,-2205,-5417,-1118,37016,-5572,0.2,70,4740,3600,14260,46530,1.83,1.26,0.95,-0.119750698,0.306468945,0.795529766
klse: Riverview Rubber Estates Bhd,Agricultural Commodities,4.3,3.1,6.31,5.6,2.4,10653,8731,7647,6496,5172,3456,2106,276,3703,2385,1288,607,33527,7374,4.1,2730,47540,0,22870,268810,11.41,10.76,9.09,0.027432015,0.08507868,0.124723783
klse: Brite-Tech Bhd,Environmental Services,4.6,3.9,3.57,5.76,5.34,6742,4895,6005,6987,2561,1498,1054,2515,1903,1088,756,4745,24629,6467,0.25,640,19470,25400,33130,63580,4.26,4.1,2.66,0.101714376,0.52107581,0.387370242
klse: AEON Co. (M) Bhd,Food and Beverages,4.5,4.4,5.15,1.76,6.81,989623,954323,1190869,1170107,35748,830,25368,87294,16357,-9562,7473,49880,4304922,64148,1.21,13540,55160,3290000,4540000,1670000,0.36,0.06,0.03,0.038411976,2.718562874,2.577797605
klse: Magni-Tech Industries Bhd,Crude Oil,6.7,6.5,5.96,8.11,6.11,269104,291987,263384,313546,27107,35195,36737,42250,20835,26756,28766,32664,1138021,109021,1.4,0,320110,0,91020,628740,7.13,4.52,3.15,0.173395998,0.144765722,1.810002545
klse: Ho Wah Genting Bhd,Electrical Products,2.6,0.7,0.01,1.96,7.92,96092,53267,48175,34378,2,-1699,1954,-5572,-773,-1869,1169,-5084,231912,-6568,0.07,0,16340,26950,91970,39110,1.24,0.6,0.17,-0.167936589,2.351572488,5.92973664
klse: Dominant Enterprise Bhd,Home Furnishings,6.9,6.8,7.36,7.94,5.35,174144,75166,155840,179116,5806,-1597,5424,5539,4243,-1988,1714,4492,584266,8461,1.81,840,75430,142430,187040,300060,1.63,1.04,0.26,0.028197694,0.623341998,1.947163901
klse: Meridian Bhd,Property Developer,3.1,2.4,1.15,3.01,5.68,667,6952,611,7454,-2072,4248,11433,-11199,-2072,4248,11470,-11262,19194,-9056,0.23,860,367,31300,100320,125990,0.75,0.23,0,-0.071878721,0.796253671,0.152345424
klse: Leong Hup International Bhd,Agricultural Commodities,4.1,4.4,3.97,2.18,5.93,1573420,1425435,1434133,1544044,30803,22915,35090,50191,22532,16268,21790,29530,5977032,94455,0.45,6490,767050,2830000,3500000,1710000,1.19,0.64,0.36,0.055236842,2.046783626,3.495340351
klse: Malaysian Resources Corp. Bhd,Engineering,5.4,2.7,6.83,4.76,7.26,297626,167183,425752,471633,7625,-222026,26868,20434,920,-219606,15645,6029,1362194,-195711,1.09,223980,765340,2020000,3640000,4550000,1.74,1.22,0.26,-0.043013407,0.8,0.299383297
klse: Dialog Group Bhd,Oilfield Services,4.5,3.4,1.62,4.51,8.4,331661,539943,505434,612314,157562,189165,176194,187423,146620,156676,151038,158014,1989352,627036,0.73,755160,1240000,1930000,2950000,4130000,1.69,1.63,0.84,0.151824697,0.714285714,0.481683293
klse: Xin Hwa Holdings Bhd,Couriers,4.3,2.4,5.54,2.66,6.44,26858,19534,20732,32355,-780,111,-4221,1680,-775,12,-6740,1516,99479,-6059,0.83,340,5380,125490,157340,180410,0.69,0.65,0.06,-0.033584613,0.872124605,0.551405133
klse: Analabs Resources Bhd,Industrial Specialties,4.8,4.7,6.29,5.36,2.85,26877,27585,20657,30251,3487,6104,-1051,2340,2384,5479,-204,1297,105370,9555,2.35,7770,20840,41670,86380,263000,1.03,0.78,0.39,0.036330798,0.328441065,0.400646388
klse: Eonmetall Group Bhd,Industrial Machinery,5.3,4.7,6.34,3.38,6.65,45998,17857,21490,45431,3122,267,1505,4249,2731,28,1272,5602,130776,9619,1.31,0,14190,176570,200880,243330,1.34,0.66,0.12,0.039530679,0.825545555,0.537442979
klse: JAG Bhd,Internet Services,4.8,3.1,5.72,4.28,6.18,47913,29409,37396,35963,3982,2047,1588,2171,2455,2171,1538,2531,150681,8535,0.08,100,21820,27430,43850,154220,3.42,1.28,0.96,0.055343016,0.284334068,0.977052263
klse: DGB Asia Bhd,Information Technology Services,2.5,0.1,0.01,4.04,5.8,1885,912,3691,311,-2567,54,-1910,-5402,-2451,54,-1910,-5387,6799,-9810,0.06,107040,10350,453,2650,49620,15,14.98,8.7,-0.197702539,0.053405885,0.137021362
klse: Tenaga Nasional Bhd,Utilities,7,5.3,5.71,7.58,9.24,11106400,10890800,11654500,12177100,1282700,1044700,1016400,774800,1009600,653300,717900,653300,45828800,2998700,10.2,247900,11370000,77170000,117240000,54720000,1.06,0.98,0.59,0.054800804,2.14254386,0.83751462
klse: VisDynamics Holdings Bhd,Electronic Equipments,3.5,2.4,1.04,4.47,6.07,14132,4030,5571,2537,4329,-853,1128,-1687,3858,-853,1128,-1687,26270,2446,0.27,2350,15290,899,8400,41780,4.73,3.31,1.49,0.058544758,0.201053135,0.628769746
klse: AEON Co. (M) Bhd,Food and Beverages,4.5,4.4,5.15,1.76,6.81,989623,954323,1190869,1170107,35748,830,25368,87294,16357,-9562,7473,49880,4304922,64148,1.21,13540,55160,3290000,4540000,1670000,0.36,0.06,0.03,0.038411976,2.718562874,2.577797605
klse: Khee San Bhd,Food and Beverages,0.9,0.1,0.01,0.01,3.72,14521,7204,9380,9059,-2541,-25477,-34304,-31691,-2541,-26244,-34576,-32497,63425,-74000,1.53,600,4310,75920,149410,-10880,0.12,0.08,0.03,6.801470588,-13.73253676,-5.829503676
klse: Imaspro Corp. Bhd,Chemicals,4.4,2.4,4.48,5.32,5.41,11607,14353,16207,17767,1478,1256,1197,891,1148,-1607,902,676,59934,1119,1.59,0,35340,3420,8340,127100,19.54,16.28,8.24,0.008804091,0.065617624,0.471549961
klse: Amtel Holdings Bhd,Telecommunication Equipment,3.9,3.3,3.11,4.57,4.48,17724,6554,11364,17408,2566,173,1356,2552,2027,130,983,2202,53050,5342,0.93,0,25250,788,12000,51140,3.96,3.69,2.9,0.10445835,0.23464998,1.037348455
klse: Luster Industries Bhd,Miscellaneous Manufacturing,4.2,2.4,2.46,3.97,8.14,51628,35432,48214,49108,3525,751,2769,3178,2782,233,1718,2201,184382,6952,0.09,6450,25130,14680,72960,191130,3.29,2.23,0.45,0.036373149,0.381729713,0.964694187
klse: Solid Automotive Bhd,Wholesale Distributors,5,3.8,5.9,3.96,6.21,76281,73622,44103,63493,2412,2687,-7935,691,2111,2590,-8666,500,257499,-3452,0.36,2300,23290,51740,96640,145070,2.2,1.06,0.22,-0.023795409,0.666161164,1.774998277
klse: Kossan Rubber Industries Bhd,Miscellaneous Manufacturing,5,3.8,2.44,4.24,9.37,1033347,701680,611465,578349,436393,160836,82534,72279,348741,131057,64803,61003,2924841,610364,1.11,4930,376510,580920,1050000,1580000,1.42,0.94,0.25,0.386306329,0.664556962,1.85116519
klse: Thriven Global Bhd,Building Materials,4.9,5.2,6.01,3.45,4.9,49244,21357,41655,46415,8845,-4803,-5,-3472,6959,-5566,-1144,-5447,158671,-2946,0.37,5310,15960,113830,219460,197130,1.71,0.76,0.04,-0.014944453,1.113275503,0.804905392
klse: Metrod Holdings Bhd,Electrical Products,2.6,2.3,5.58,2.09,0.42,489263,290340,517240,652346,3021,-11849,-5992,4567,5895,-6941,-6485,1355,1949189,-13900,3.47,0,290030,943220,1020000,402160,1.17,0.6,0.32,-0.034563358,2.536303959,4.846799781
klse: Radiant Globaltech Bhd,Packaged Software,3.9,2.9,1.74,4.44,6.54,14500,12395,14144,29759,22,-704,-258,3064,119,-506,21,2010,70798,713,0.12,2650,36510,3220,22170,63250,2.66,2.47,1.29,0.011272727,0.350513834,1.119335968
klse: Ta Win Holdings Bhd,Metal Fabrication,3,0.2,2.3,3.16,6.38,85008,37620,63266,87153,-3051,-5831,-3249,-1987,-2754,-5411,-3443,-1868,273047,-14378,0.32,0,47640,57410,70420,108590,1.97,1.36,0.73,-0.132406299,0.648494336,2.514476471
klse: Alcom Group Bhd,Aluminum,2.5,1.7,3.95,0.53,3.8,70744,54540,81485,100279,-1711,-4708,-1289,1364,-2137,-4303,-2318,-477,307048,-8711,0.91,3230,43950,179830,259370,115520,1.97,0.61,0.38,-0.075406856,2.24523892,2.657963989
klse: AHB Holdings Bhd,Financial Services,3.2,0.5,2.01,3.96,6.37,2024,1017,3012,4005,-3745,-2465,-543,118,-3745,-2465,-543,118,10058,-6635,0.12,1940,2180,0,3880,25110,3.49,2.08,0.35,-0.264237356,0.154520112,0.400557547
klse: Nationwide Express Holdings Bhd,Couriers,1.6,0.1,0.01,0.01,6.49,12644,10275,13177,14977,-2531,-5737,-25605,-5698,-3119,-5737,-25605,-5698,51073,-40277,-0.14,7210,1230,5960,90210,-14820,0.69,0.68,0.03,2.717746289,-6.087044534,-3.446221323
klse: TMC Life Sciences Bhd,Consumer,3.8,2.8,3.5,4.39,4.52,50827,15105,34873,50894,10621,3678,-4555,8632,7784,2800,-4301,6823,168586,25404,0.44,195030,137080,89040,168950,769320,2.66,2.5,1.95,0.03302137,0.219609525,0.21913638
klse: YNH Property Bhd,Agricultural Commodities,3.1,2.4,3.59,1.81,4.61,50677,23054,66588,90336,2210,2473,4183,24870,1355,821,3003,17753,230655,22932,2.2,17630,60400,1080000,1500000,907000,0.79,0.19,0.01,0.025283352,1.653803749,0.254305402
klse: TH Heavy Engineering Bhd,Oilfield Services,1.7,2.2,0.01,0.01,4.7,19287,15558,18937,22072,924,-15842,1779,1494,1650,-15120,2502,2612,75854,-11721,0.06,0,15960,138440,434240,54290,0.21,0.21,0.07,-0.215896113,7.998526432,1.397200221
klse: TSR Capital Bhd,Engineering,5.6,5.1,7.4,3.76,6.14,19045,25117,30545,37096,-526,18297,796,1019,-524,15763,796,1020,111803,17050,0.99,0,7470,65760,167710,172930,1.05,0.96,0.06,0.098594807,0.969814376,0.646521714
klse: Hubline Bhd,Chemicals,2.7,1.5,1.32,2.46,5.41,34723,29827,36461,35867,-24499,-8606,-1992,722,-48866,-11370,-2605,101,136879,-61102,0.04,25860,14380,77010,156010,176780,0.76,0.64,0.16,-0.345638647,0.882509334,0.774290078
klse: Central Global Bhd,Office Equipments,2.1,2.4,2.28,3.73,0,35059,20035,29946,37611,49,-380,756,1534,87,-184,111,-84,122651,1023,0.53,20,13480,3920,36050,47910,2.27,1.79,0.52,0.021352536,0.752452515,2.560029221
klse: UCrest Bhd,Computer,2.3,0.1,0.01,3.15,6.01,3275,0,2280,2508,1192,-11882,-2768,-1335,1192,-9709,-2768,-1335,8063,-12620,0.04,28910,1540,337,23270,18870,0.72,0.72,0.07,-0.668786433,1.233174351,0.427291998
klse: Velesto Energy Bhd,Oilfield Services,4.7,2.3,5.71,3.18,7.65,130659,140947,176269,178101,2845,-13531,17732,14592,479,-15249,16325,10201,625976,11756,0.34,0,445150,1200000,1310000,2850000,1.81,1.41,0.78,0.004124912,0.459649123,0.219640702
klse: Tong Herr Resources Bhd,Metal Fabrication,6.4,6.1,6.6,9.45,3.57,130089,121736,171429,161971,11121,9769,15420,11643,6288,7760,11807,4186,585225,35618,3.06,0,134160,76290,101300,470990,3.9,1.67,1.11,0.075623686,0.215078876,1.242542305
klse: SMRT Holdings Bhd,Information Technology Services,1.9,0.1,2.7,0.01,4.98,32915,30211,24552,46732,-430,-5174,-12500,-21478,-1107,-3444,-7642,-19759,134410,-37618,0.28,128520,15990,254510,375540,102810,0.96,0.95,0.16,-0.365898259,3.652757514,1.307363097
klse: Icon Offshore Bhd,Oilfield Services,3.7,2.4,3.53,1.77,7.05,52578,56002,48880,53790,4128,9750,24483,11327,426,6899,20359,7409,211250,41395,0.04,0,79810,368890,427580,353240,0.14,0.14,0.05,0.117186615,1.210451817,0.59803533
klse: TA Enterprise Bhd,Hotels and Resorts,5.3,3.5,6.55,5.1,5.94,189717,104230,207532,255638,-126459,-33008,-218129,27709,-65758,-42034,-148635,16853,757117,-389110,1.48,319760,1760000,2320000,3120000,2370000,1.19,1.13,0.89,-0.164181435,1.316455696,0.31945865
klse: Parlo Bhd,Electronic Equipments,2.4,0.1,0.01,2.02,7.72,775,145,14775,55003,-2193,-2569,-1580,314,-2264,-2516,-1526,-61,70698,-6609,0.04,1880,3510,8720,12260,12020,1.66,1.66,0.37,-0.549833611,1.019966722,5.881697171
klse: Artroniq Berhad,Industrial Specialties,3.2,1.4,0.01,4.03,7.47,57762,30837,22964,26403,-1817,-747,-492,-669,-4253,-787,-543,-757,137966,-6340,0.15,0,6100,517,12500,35400,3.15,2.13,1.42,-0.179096045,0.353107345,3.897344633
klse: Kumpulan H&L High-Tech Bhd,Industrial Machinery,5.2,5.5,7.83,6.54,1.08,5359,4808,3208,5132,1277,1432,-485,479,1315,1447,-656,322,18507,2427,2.64,0,27260,16820,25590,95310,8.07,7.07,6.3,0.025464274,0.268492288,0.194176896
klse: Cocoaland Holdings Bhd,Food and Beverages,5.5,4.6,4.93,8,4.43,56127,48621,61025,70229,9634,5136,6471,18023,7306,3519,5127,13581,236002,29533,1.09,0,80630,1230,34230,257700,4.95,4.04,2.21,0.114602251,0.132828871,0.915801319
klse: Berjaya Corp. Bhd,Construction,4,1.6,5.94,1.36,7.21,1943623,859019,1975461,2082837,10883,-380803,538082,-61664,-58952,-345806,412521,-134422,6860940,-120864,1.27,5220400,1590000,7550000,11960000,6540000,1.22,0.88,0.3,-0.018480734,1.828746177,1.049073394
klse: CME Group Bhd,Industrial Products,2.6,2.1,1.84,0.01,6.61,1704,1268,10323,16673,-147,-1517,723,2968,-147,-2235,723,2968,29968,1309,0.06,0,5970,56500,84820,5630,0.36,0.22,0.12,0.23250444,15.06571936,5.322912966
klse: Solarvest Holdings Berhad,Industrial Products,3.6,3,0.21,3.73,7.38,62163,28750,51350,62120,5708,1286,2845,4834,4001,814,3814,3978,204383,13040,0.21,0,67340,27380,83810,81660,2,1.72,0.85,0.159686505,1.02632868,2.502853294
klse: Success Transformer Corp. Bhd,Electrical Products,6,5,7.67,6.27,4.83,70296,44209,47537,64714,10633,2022,-2120,3677,6459,397,-3240,1673,226756,7843,1.37,0,84720,3220,34590,314790,7.61,4.57,2.46,0.024915023,0.109882779,0.720340544
klse: MAG Holdings Bhd,Food and Beverages,5.2,2.3,7.77,4.4,6.49,15129,14217,2237,78199,5055,1593,-335,-97424,5073,1544,-295,-96644,109782,-90966,0.82,1100,98020,52200,71410,495490,9.69,9.37,8.33,-0.183587963,0.144119962,0.221562494
klse: Techbond Group Bhd,Miscellaneous Manufacturing,4.7,4,3.71,5.07,6.19,22006,13966,17113,20825,3513,3079,3377,3836,2510,2473,2523,3019,73910,10525,0.6,0,56990,0,8590,138020,12.97,10.04,7.75,0.076257064,0.062237357,0.535502101
klse: Berjaya Land Bhd,Ringgit,2.8,1.3,4.75,0.01,5.22,1455254,541582,1520849,1534169,22995,-144618,232680,11193,-41878,-136774,144180,-63730,5051854,4231,0.82,3609550,646390,4560000,7610000,4080000,1.41,1.16,0.18,0.00103701,1.865196078,1.23819951
klse: Malayan United Industries Bhd,Specialty Stores,2,0.1,1.22,0.01,6.95,55854,32256,59953,107973,2917,-32894,-139226,-11855,-4896,-32019,-138472,-17832,256036,-181824,0.07,25180,200720,811160,1010000,192430,1.79,1.33,0.68,-0.944883854,5.248661851,1.330540976
klse: Knusford Bhd,Commercial Services,5.3,7.1,7.92,5.57,0.49,94892,54078,53631,130902,7114,-2688,-826,9920,6375,-3146,-1038,9209,333503,11400,2.27,0,39610,20740,180100,222270,1.59,1.5,0.3,0.051288973,0.810275791,1.500440905
klse: FoundPac Group Bhd,Semiconductor,4.3,3,1.61,5.14,7.36,12440,12415,11143,14532,4139,4758,4018,6619,3074,4215,3120,4646,50530,15846,0.18,12650,51140,219,7950,96010,12.67,11.96,9.28,0.165045308,0.082803875,0.526299344
klse: Goodway Integrated Industries Bhd,Auto Parts,1.7,0.1,0.01,0.01,6.7,7732,4024,3720,6015,-3151,-292,-2860,-5039,-3151,-292,-2860,-5039,21491,-11342,0.11,0,1100,46380,112290,19350,0.61,0.5,0.01,-0.586149871,5.803100775,1.110645995
klse: Tex Cycle Technology (M) Bhd,Environmental Services,4.6,3,5.36,4.86,5.23,6503,5036,5424,7081,2226,1084,-308,102,1575,845,-465,-350,24044,1591,0.42,580,24630,10200,15950,105680,8.6,8.55,6.6,0.015054883,0.150927328,0.227517033
klse: Nexgram Holdings Bhd,Internet Services,3.3,0.9,1.74,3.79,6.65,12946,15839,4497,8938,-2838,-59974,-1195,-1572,-2665,-59568,-656,-1638,42220,-64784,0.03,51370,22170,13050,35550,89220,2.06,1.92,0.89,-0.726115221,0.398453262,0.473212284
klse: Karyon Industries Bhd,Chemicals,5.3,3.8,5.47,5.8,5.98,34427,21933,33162,42676,2191,183,358,2914,1438,49,173,2077,132198,3737,0.22,0,42250,8070,18110,103440,4.99,3.61,2.25,0.036127224,0.17507734,1.278016241
klse: Euro Holdings Bhd,Office Equipments,3,1.4,0.01,2.31,8.11,35120,4928,9933,18161,3370,-4392,-2910,-3932,3405,-4431,-3062,-4178,68142,-8317,0.23,0,9320,57560,95390,54460,1.41,0.56,0.12,-0.152717591,1.751560779,1.251230261
klse: BSL Corp. Bhd,Steel,3.8,2.4,5.14,3.98,3.68,43151,20017,38252,35716,3758,-2590,703,-453,2433,-2305,540,-297,137136,617,1.11,0,17060,11000,40150,106610,1.9,1.5,0.34,0.00578745,0.376606322,1.286333365
klse: Woodlandor Holdings Bhd,Building Materials,3,0.8,3.96,5.04,1.99,2604,836,1534,2418,-1163,-2218,-1259,-992,-1165,-1705,-1251,-989,7693,-4916,1.13,0,6090,4380,10670,38030,1.76,1.13,0.63,-0.129266369,0.280567973,0.202287668
klse: Rhone Ma Holdings Bhd,Agricultural Commodities,3.9,4.5,4.7,4.5,1.97,40101,30690,33887,30891,2939,871,3235,3226,1834,507,2310,2240,135569,7335,0.59,0,18800,32470,40790,121660,4.6,2.48,0.58,0.060290975,0.335278645,1.114326812
klse: Wintoni Group Bhd,Industrial Machinery,1.1,0.1,0.72,3.55,0.01,8532,6361,4917,1920,2116,1153,3371,-140,1554,801,3075,-135,21730,5295,0,0,705,66,9550,-1510,0.26,0.26,0.02,-3.506622517,-6.324503311,-14.39072848
klse: SMIS Corp. Bhd,Auto Parts,3.2,1.4,5.47,3.49,2.26,31400,11206,21641,33768,200,-2397,-4173,286,-95,-897,-3735,-1055,98015,-6835,1.37,0,12990,14770,29870,56300,1.96,1.36,0.45,-0.121403197,0.530550622,1.740941385
klse: ARK Resources Holdings Bhd,Engineering,2,1,2.08,3.88,1.26,352,327,349,1447,-289,-373,-376,-674,-289,-373,-388,-674,1536,-1456,0.3,0,1060,0,3790,14290,4.06,1.08,0.35,-0.101889433,0.265220434,0.107487754
klse: SCH Group Bhd,Industrial Machinery,2.9,1.3,3.07,1.58,5.77,37216,29279,22035,32756,-4192,-522,-3186,150,-4254,-767,-3028,112,121286,-7824,0.14,28760,14800,63450,104330,82270,2.75,1.93,0.51,-0.095101495,1.268141485,1.474243345
klse: Xian Leng Holdings Bhd,Agricultural Commodities,3.5,2.4,3.98,4.06,3.59,7748,7953,6404,4337,335,547,-248,-397,268,437,-270,-431,26442,4,0.61,0,3540,380,1650,46960,10.5,6.85,4.26,8.51789E-05,0.035136286,0.563074957
klse: IJM Plantations Bhd,Agricultural Commodities,4,3.3,4.07,3.67,5.13,211370,205985,195393,237812,-2430,115298,-73438,33303,-1040,82116,-76387,20063,850560,19896,1.35,0,267400,921650,1160000,1350000,1.64,1.28,1.03,0.014737778,0.859259259,0.630044444
klse: Scomi Group Bhd,Oilfield Services,0.7,0.1,0.01,0.01,2.91,0,0,0,124135,-5428,-133574,-126693,-927,-5428,-133574,-126693,-4309,124135,-267596,-0.24,0,85,386,265250,-263920,0,0,0,1.013928463,-1.005039406,-0.470350864
klse: Keck Seng (Malaysia) Bhd,Agricultural Commodities,4.9,2.8,6.66,5.4,4.62,213313,160924,241008,252667,-7616,-30700,28612,3395,-11452,-32416,22868,23943,867912,-1485,6.25,100,993280,216790,360930,2200000,3.38,2.94,2.63,-0.000675,0.164059091,0.394505455
